companies_mentioned,month,sector,sentiment_score,year
"Empire State Realty Trust, Office",07,,0.9529,19
,10,Data Center,0.9531,19
,11,,0.9807,19
"Rayonier Inc., Timberlands",08,,0.1531,19
,11,,0.9983,19
,11,,0.8402,19
,11,"Data Center,Office,Residential,Retail",0.9879,19
,11,,0.9973,19
"Sila Realty Trust, Inc., Health Care",08,,0.9061,19
,11,Specialty,0.9844,19
,11,,0.9535,19
"CorEnergy Infrastructure Trust, Infrastructure",08,,0.98,19
,12,,0.9682,19
"Apple Hospitality REIT, Inc., Lodging/Resorts",11,,0.9412,19
"National Storage Affiliates, Self-storage",11,,0.9643,19
,12,,0.9062,19
"MAA, Residential",12,,0.9612,19
"BXP, Office",11,,0.9239,19
,12,,0.9747,19
"Diversified Healthcare Trust, Health Care",12,,0.9839,19
"Kimco Realty Corporation, Retail",11,,0.6997,19
,12,,0.4939,19
,12,,0.9887,19
,12,,0.9755,19
,12,,0.945,19
"STORE Capital Corporation, Retail",12,,0.926,19
"Digital Realty, Data Center",12,,0.9118,19
"Camden Property Trust, Residential",12,,0.9643,19
"Safehold Inc., Specialty",12,,0.9835,19
"Getty Realty Corp., Retail",12,,0.9161,17
,07,,0.7083,17
,04,,0.8439,17
,03,Specialty,0.996,17
"LTC Properties, Inc., Health Care",12,,0.9771,17
"Farmland Partners Inc., Specialty",11,,0.91,17
"Camden Property Trust, Residential",12,,0.9899,17
"Crown Castle Inc., Infrastructure",12,,0.8126,17
,03,,0.886,17
,01,"Industrial,Infrastructure,Residential",0.7351,17
,02,,0.9957,17
,02,,0.9402,17
,11,,0.9317,16
,11,,0.9462,16
,11,,0.9819,16
"MCR Hospitality Fund REIT LLC, Lodging/Resorts",07,,0.872,17
,11,,0.9825,16
,11,,0.9719,16
,11,,0.4767,16
,11,,0.9029,16
,11,Retail,0.9933,16
,11,,0.9867,16
,08,,0.9612,16
,11,,0.9592,16
,11,,0.9491,16
,08,,0.2108,16
,08,,0.875,16
"Summit Hotel Properties, Inc., Lodging/Resorts",01,,0.8856,18
"Equity Residential, Residential",03,,0.9287,17
,08,Lodging/Resorts,0.9628,16
,08,,0.9981,16
,08,,0.93,16
,08,,0.9549,16
,09,,0.9881,16
,08,,0.9423,16
,09,,0.8855,16
,09,,0.8824,16
,10,,0.9521,16
,09,Specialty,0.9785,16
,09,,0.8945,16
,10,"Industrial,Office",0.9393,16
,10,,0.9521,16
,10,,0.8622,16
,10,,0.9891,16
,09,,0.9983,16
,11,,0.9504,16
,11,"Data Center,Diversified,Health Care,Industrial,Office,Residential,Retail",0.9931,16
,11,"Office,Retail",0.9643,16
,11,,0.9353,16
,11,,0.9906,16
,11,,0.9015,16
,11,,0.8912,16
,11,,0.9207,16
,11,,0.9849,16
,11,,0.9406,16
,11,,0.9569,16
,11,,0.9049,16
,11,,0.9767,16
,12,,0.8636,16
,11,,0.9206,16
,12,,0.9768,16
,12,,0.9842,16
,12,,0.9437,16
,12,,0.9847,16
,12,,0.7865,16
,12,,0.9396,16
,12,,0.9935,16
,12,Data Center,0.936,16
,12,,0.792,16
,12,,0.9625,16
,12,,0.7793,16
,12,,0.9735,16
,12,,0.9554,16
,12,,0.9041,16
,12,,0.9663,16
,12,,0.8038,16
,12,,0.9795,16
,12,,0.9644,16
,12,,0.9751,16
"AvalonBay Communities, Inc., Residential",11,,0.9235,16
,12,,0.9591,16
,12,,0.9416,16
,12,,0.944,16
,12,,0.9304,16
,12,,0.9826,16
,12,,0.9786,16
,12,Residential,0.9963,16
,12,,0.8143,16
,12,,0.9679,16
,12,,0.9862,16
"Spirit Realty Capital, Retail",12,,0.9821,16
,12,,0.8694,16
,02,,0.8625,17
,12,,0.5463,16
,02,,0.9108,17
,03,Self-Storage,0.9892,17
,03,,0.9909,17
,03,,0.9371,17
,12,Lodging/Resorts,0.9836,16
,03,,0.8832,17
,03,,0.9813,17
,03,,0.9342,17
,03,,0.3818,17
,03,,0.8622,17
,03,,0.9001,17
,03,,0.5267,17
,03,,0.836,17
,03,,0.8999,17
,03,Lodging/Resorts,0.9972,17
,01,,0.9867,17
,01,,0.7717,17
"AvalonBay Communities, Inc., Residential,EastGroup Properties, Inc., Industrial,Spirit Realty Capital, Retail,LXP Industrial Trust, Industrial,Agree Realty Corporation, Retail",12,,0.9676,16
,02,,-0.0772,17
,02,,0.9312,17
,02,,0.9543,17
,02,,0.9792,17
,02,,0.9836,17
,02,Residential,0.996,17
"CubeSmart, Self-storage",03,,0.9468,17
,02,,0.8934,17
,02,,0.9147,17
,02,,0.9565,17
,02,,0.9821,17
,02,,0.9317,17
,02,,0.9501,17
"Iron Mountain, Specialty",03,,0.8979,17
"BXP, Office",03,,0.9648,17
,02,,0.9716,17
,02,,0.9274,17
,02,,0.969,17
,02,,0.9607,17
,12,,0.8788,16
,12,,0.9738,16
,01,,0.9836,17
,01,,0.9503,17
,01,,0.9869,17
,01,,0.9905,17
,02,,0.9822,17
,01,,0.9846,17
,01,,0.9842,17
,01,,0.958,17
,01,,0.8205,17
,01,,0.9022,17
,01,,0.9106,17
,01,,0.9898,17
,01,"Office,Residential",0.9726,17
,01,,0.9904,17
,01,,0.836,17
,01,Residential,0.9873,17
,01,,0.7845,17
,04,,0.9186,17
,01,,0.9099,17
,04,,0.9169,17
,03,,0.5046,17
,04,,0.8979,17
,04,,-0.894,17
,04,,0.9393,17
,04,,0.4019,17
,04,Retail,0.9838,17
,04,,0.6249,17
,04,,0.8828,17
,04,,0.8316,17
,04,,-0.34,17
,04,,0.7783,17
"Simon Property Group, Inc., Retail",02,,0.7845,17
,04,,-0.0387,17
,04,,0.9756,17
,04,"Residential,Retail",0.9952,17
,04,Health Care,0.9935,17
,04,,0.926,17
,04,,0.9612,17
,04,,0.9043,17
,04,,0.8964,17
,04,Residential,0.9945,17
,04,,0.9186,17
,04,"Lodging/Resorts,Residential,Retail",0.9956,17
,04,,0.9756,17
,04,,0.7845,17
,04,Lodging/Resorts,0.9939,17
,04,,0.1027,17
,04,,-0.5994,17
,04,,0.7713,17
,04,,0.9382,17
,04,,0.743,17
,04,,0.8627,17
,04,Data Center,0.9979,17
,05,,0.3612,17
,05,Residential,0.9741,17
,05,,0.9058,17
,05,Office,0.9794,17
,05,,0.5023,17
,05,Health Care,0.9958,17
,05,,0.5095,17
,06,,0.9083,17
,06,,0.9936,17
,06,,0.8439,17
,05,Lodging/Resorts,0.9971,17
,04,,0.3893,17
,06,,0.9904,17
,06,,0.8537,17
,06,,0.8858,17
,06,,0.9681,17
,06,,0.9798,17
,06,,0.9383,17
,06,Data Center,0.9918,17
"Easterly Government Properties, Office",06,,0.9618,17
,06,,0.8999,17
,06,,0.9118,17
"Ventas, Inc., Health Care",06,,0.9364,17
,06,,0.799,17
,06,,0.9764,17
"Regency Centers Corporation, Retail",06,,0.9508,17
"EPR Properties, Specialty",06,,0.9502,17
"Piedmont Office Realty Trust, Inc., Office",06,,0.9356,17
"Agree Realty Corporation, Retail",06,,0.9783,17
,06,,0.9163,17
,06,,0.9473,17
"STAG Industrial, Inc., Industrial",06,,0.892,17
"Broadstone Net Lease, Inc., Diversified",06,,0.9022,17
,06,"Industrial,Office",0.9618,17
"Rayonier Inc., Timberlands",06,,0.9723,17
"Crown Castle Inc., Infrastructure",06,,0.946,17
,06,,0.966,17
"Simon Property Group, Inc., Retail",01,,0.6597,18
"Apple Hospitality REIT, Inc., Lodging/Resorts",06,,0.9571,17
,01,,0.9022,18
,01,,0.5106,18
"National Storage Affiliates, Self-storage",06,,0.9747,17
,06,,0.9338,17
,01,,0.7194,18
,06,,0.9336,17
"STORE Capital Corporation, Retail",06,,0.9595,17
,01,,0.9565,18
,01,,0.9028,18
,01,Industrial,0.4081,18
,01,Residential,0.9903,18
,02,,0.9371,18
"BXP, Office",02,,0.8953,18
"Administrador Fibra Mty, S.C., Office",01,,0.7184,18
,02,,0.967,18
,01,,0.9698,18
"NNN REIT, Inc., Retail",01,,0.9589,18
,06,Office,0.9613,17
"Apple Hospitality REIT, Inc., Lodging/Resorts",01,,0.7626,18
,06,,0.9648,17
"Invitation Homes, Residential",01,,0.0258,18
"Empire State Realty Trust, Office",07,,0.9509,17
,07,,0.9686,17
"AvalonBay Communities, Inc., Residential",02,,0.7351,18
,07,,0.9432,17
"Host Hotels & Resorts, Inc., Lodging/Resorts",02,,0.9474,18
,07,,0.902,17
,07,,0.9081,17
"Digital Realty, Data Center",02,,0.9169,18
"Chatham Lodging Trust, Lodging/Resorts",06,,0.128,17
,07,,0.9647,17
,07,,0.9292,17
,07,,0.9791,17
,07,,0.9137,17
"NNN REIT, Inc., Retail",06,,0.9544,17
,07,,0.9692,17
"InvenTrust Properties Corp., Retail",07,,0.3818,17
,07,Office,0.9407,17
,07,Residential,0.986,17
,07,,0.9136,17
,07,,0.9946,17
"Hudson Pacific Properties, Inc., Office",07,,0.9437,17
"Braemar Hotels & Resorts, Inc., Lodging/Resorts",07,,0.5106,17
"UMH Properties, Inc., Residential",07,,0.9546,17
,07,,-0.25,17
"Uniti Group Inc., Infrastructure",07,,0.765,17
,07,Retail,0.9942,17
,07,,0.4291,17
,07,,0.8271,17
"Physicians Realty Trust, Health Care",07,,0.9595,17
"Extra Space Storage, Inc., Self-storage",07,,0.6933,17
,07,,0.9552,17
"RLJ Lodging Trust, Lodging/Resorts",07,,0.9354,17
,07,,0.8268,17
,07,,0.765,17
,08,,0.9904,17
,08,Residential,0.9873,17
"Essex Property Trust, Inc., Residential",07,,0.9565,17
"RPT Realty, Retail",07,,0.9323,17
,08,,0.923,17
"Kilroy Realty Corporation, Office",07,,0.9108,17
,09,,0.9552,17
,09,,0.0,17
,09,,0.9902,17
,09,Residential,0.999,17
,09,"Data Center,Infrastructure,Retail,Specialty",-0.5575,17
,10,,0.6705,17
,10,,0.9651,17
,10,,0.9702,17
,10,Data Center,0.9799,17
,10,Timberlands,0.9846,17
,11,,0.8694,17
,11,,0.968,17
,11,,0.9153,17
,11,,0.9729,17
,12,,-0.1098,17
,11,,0.8176,17
,11,,0.8442,17
"Iron Mountain, Specialty",07,,0.9531,17
,12,,0.6739,17
,12,Retail,0.9915,17
,12,,0.875,17
,12,,0.9945,17
"Centerspace, Residential",12,,0.9485,17
"Alexander & Baldwin, Inc., Diversified",12,,0.8777,17
"BXP, Office",12,,0.7458,17
,01,Retail,0.9881,18
,01,,0.9441,18
,01,,0.8779,18
"Alexandria Real Estate Equities, Inc., Office",11,,0.9847,17
"EPR Properties, Specialty",11,,0.9136,17
"Piedmont Office Realty Trust, Inc., Office",12,,0.956,17
"Brixmor Property Group Inc., Retail",12,,0.9755,17
"Global Net Lease, Diversified",01,,0.9665,18
,12,,0.987,17
"STORE Capital Corporation, Retail",01,,0.4215,18
"Corporate Office Properties Trust, Office",12,,0.9616,17
,12,,0.9686,17
"Easterly Government Properties, Office",01,,0.8442,18
,12,,0.9492,17
"CubeSmart, Self-storage",11,,0.7517,17
,12,,0.9571,17
"Elme Communities, Residential",11,,0.9678,17
"Realty Income Corporation, Diversified",11,,0.9623,17
,12,,0.9698,17
,12,,0.4588,17
,12,Retail,0.9874,17
,12,,0.8225,17
"National Storage Affiliates, Self-storage",11,,0.7717,17
,03,,0.9909,18
"Independence Realty Trust, Residential",12,,0.9325,17
,03,Retail,0.952,18
"Braemar Hotels & Resorts, Inc., Lodging/Resorts",12,,-0.4767,17
"Digital Realty, Data Center",12,,0.9575,17
"Pebblebrook Hotel Trust, Lodging/Resorts",12,,0.9837,17
,04,,0.9382,18
"UMH Properties, Inc., Residential",12,,0.8357,17
,04,Retail,0.9701,18
,04,,0.9798,18
"Kimco Realty Corporation, Retail",12,,0.9672,17
,04,,0.9451,18
,04,,0.7504,18
,04,,0.9217,18
,04,"Industrial,Retail",0.9834,18
"RPAI, Retail",03,,0.5859,18
,04,,0.9485,18
,04,,0.977,18
,04,,0.9159,18
"Camden Property Trust, Residential",03,,0.3167,18
,04,,0.9956,18
,04,,0.9753,18
,04,Residential,0.9917,18
,02,,0.7425,18
,02,,0.9895,18
"Aimco, Residential",03,,0.25,18
,02,,0.9783,18
"Kilroy Realty Corporation, Office",02,,0.9478,18
,02,,-0.0368,18
"Simon Property Group, Inc., Retail",03,,0.5423,18
,02,,0.1531,18
,03,,0.9771,18
,02,,0.9817,18
"American Tower Corporation, Infrastructure",04,,0.9636,18
"Iron Mountain, Specialty",02,,0.875,18
,03,,0.9719,18
"Prologis, Inc., Industrial",02,,0.9846,18
"Vornado Realty Trust, Diversified",02,,0.9819,18
"Hersha Hospitality Trust, Lodging/Resorts",03,,0.9716,18
,03,,0.9423,18
"Iron Mountain, Specialty",03,,0.9552,18
"Medical Properties Trust Inc., Health Care",03,,0.9857,18
"Broadstone Net Lease, Inc., Diversified",03,,0.9349,18
"Centerspace, Residential",03,,0.7014,18
"Essex Property Trust, Inc., Residential",03,,0.9259,18
"Global Medical REIT, Health Care",03,,0.8481,18
,06,,0.9595,16
,07,,0.953,16
,04,Lodging/Resorts,0.9799,16
,04,,0.9117,16
,02,,0.8977,16
,04,,-0.7722,16
,12,,-0.2023,15
,02,,0.8381,16
,12,,0.9911,15
,12,,0.8844,15
,12,,0.9709,15
,01,,0.9657,16
,12,,0.9836,15
,11,,0.7615,15
,11,,0.994,15
,09,Infrastructure,0.9955,15
,11,,0.875,15
,10,,0.9945,15
,08,,0.9858,15
"Sotherly Hotels Inc., Lodging/Resorts",06,,0.7184,16
,08,Office,0.9134,15
,08,,0.9042,15
,09,,0.9227,15
,09,,0.9805,15
,08,Lodging/Resorts,0.9977,15
,09,,0.994,15
,09,,0.9665,15
,08,,0.9887,15
,07,,0.9313,15
,09,Lodging/Resorts,0.9858,15
,07,,0.9477,15
,07,,0.6879,15
,07,,0.9824,15
,07,,0.9891,15
,07,,0.9584,15
,07,,0.9216,15
,07,,0.8271,15
,07,,0.6562,15
,07,,0.872,15
,07,,0.5267,15
,07,,0.4595,15
,07,,0.9523,15
,06,,0.9732,15
,07,,0.9736,15
,06,,0.8834,15
,06,,0.9721,15
,06,,-0.2023,15
,06,,0.975,15
,06,,0.968,15
,06,,0.9601,15
,06,,0.9832,15
,06,,0.9823,15
,06,,0.9489,15
,06,,0.9272,15
,06,,0.8555,15
,06,,0.9493,15
,06,,0.9531,15
,06,,0.7242,15
,06,,0.8885,15
,06,,0.9628,15
,07,,0.1027,15
,07,,0.9216,15
,07,,0.9887,15
,07,,0.9747,15
,07,,0.7843,15
,07,,0.9738,15
,07,,0.9805,15
,07,,0.9735,15
,07,,0.9738,15
,07,,0.9854,15
,07,,0.9813,15
,07,,0.9779,15
,07,,0.9922,15
,07,,0.9034,15
,07,,0.9699,15
,07,,0.9126,15
,07,,0.8979,15
,07,,0.9735,15
,07,,-0.0258,15
,07,,0.9682,15
,07,,0.9732,15
,07,,0.9822,15
,07,,0.9722,15
,07,,0.9814,15
,07,,0.9853,15
,07,,0.9184,15
,07,,0.974,15
,08,,0.9949,15
,08,,0.8956,15
,09,,0.9911,15
,09,,0.9889,15
,09,,0.9987,15
,09,,0.9804,15
,09,,0.9828,15
,09,,0.9877,15
,09,Residential,0.9982,15
,09,Residential,0.9993,15
,09,,0.9945,15
,09,Residential,0.9905,15
,10,,0.9874,15
,10,,0.9853,15
,10,,0.8333,15
,10,Residential,0.975,15
,10,,0.9929,15
,10,Office,0.9831,15
,10,,0.8918,15
,10,Residential,0.9926,15
,10,,0.989,15
,10,Residential,0.9876,15
,11,,0.969,15
,11,,0.4767,15
,11,,0.9817,15
,11,,0.9818,15
,11,Timberlands,0.993,15
,11,,0.9805,15
,11,,0.9867,15
,11,,0.9359,15
,11,"Infrastructure,Residential,Self-Storage",0.9793,15
,11,,0.9822,15
,11,,0.9938,15
,11,,0.9773,15
,11,,0.9664,15
,11,,0.9259,15
,11,,0.9985,15
,11,,0.9633,15
,11,,0.7594,15
,11,,0.9879,15
,11,,0.9694,15
,11,,0.9389,15
,11,,0.9866,15
,11,,0.9918,15
,11,,0.9569,15
,11,,0.9583,15
,12,,0.9488,15
,11,,0.9934,15
,12,,0.9888,15
,12,,0.98,15
,12,,0.9423,15
,12,,0.9575,15
,12,,-0.25,15
,12,,0.8957,15
,12,,0.9652,15
,12,,0.9798,15
,12,Retail,0.9802,15
,12,,0.9887,15
,12,,0.9552,15
,12,,0.9246,15
,12,,-0.1531,15
,12,,0.9312,15
,12,,0.98,15
,12,,0.8067,15
,12,,0.8918,15
,12,,0.8552,15
,12,,0.9843,15
,11,,0.9408,15
,12,,0.9758,15
,12,"Residential,Self-Storage,Timberlands",0.9698,15
,12,,0.9899,15
,12,,0.765,15
,12,,0.9732,15
,12,,0.9855,15
,12,,0.9581,15
,12,,0.9931,15
,12,,0.9908,15
,12,,0.8658,15
,12,,0.9551,15
,12,,0.9771,15
,12,,0.9368,15
,12,,0.9432,15
,12,,0.9809,15
,12,,0.9622,15
,12,,0.9604,15
,12,,0.9947,15
,01,,0.9633,16
,01,,0.9599,16
,01,Residential,0.9993,16
,01,,0.9817,16
,01,,0.908,16
,01,,0.9952,16
,01,,0.8788,16
,01,,0.9224,16
,01,,0.9837,16
,01,,0.9761,16
,01,,0.9942,16
,01,,0.4939,16
,01,,0.9665,16
,01,Retail,0.971,16
"Rexford Industrial Realty, Inc., Industrial",01,,0.5389,16
"Kite Realty Group Trust, Retail",01,,0.9322,16
"CBL Properties, Retail",01,,0.984,16
"Armada Hoffler Properties, Inc., Diversified",01,,0.9601,16
,02,,0.9951,16
"NNN REIT, Inc., Retail",01,,0.9545,16
,02,,0.995,16
,02,,0.9701,16
,02,,0.9394,16
,02,,0.9943,16
"RPT Realty, Retail",01,,0.9567,16
"Hersha Hospitality Trust, Lodging/Resorts",01,,0.9807,16
,02,,0.8381,16
,02,,0.9496,16
"Digital Realty, Data Center",02,,0.9939,16
,02,,0.0,16
,02,,0.8481,16
"BXP, Office",02,,0.9925,16
,02,,0.9769,16
,02,,0.9818,16
,02,,0.7436,16
"Prologis, Inc., Industrial",02,,0.9796,16
,02,Retail,0.9876,16
"Kimco Realty Corporation, Retail",02,,0.9672,16
"Pebblebrook Hotel Trust, Lodging/Resorts",02,,0.9908,16
,02,Retail,0.9876,16
,02,,0.9758,16
,02,Lodging/Resorts,0.8981,16
,02,,0.9812,16
,02,,0.9918,16
,03,,0.9839,16
"Kilroy Realty Corporation, Office",02,,0.9772,16
,03,,0.9544,16
"BXP, Office",03,,0.9595,16
,03,Office,0.9867,16
"Iron Mountain, Specialty",02,,0.9796,16
,04,,0.5574,16
,04,,0.9118,16
,04,Retail,0.9969,16
,04,,0.9665,16
"Federal Realty Investment Trust, Retail",02,,0.9477,16
"Welltower Inc., Health Care",02,,0.9897,16
,04,,0.5423,16
,04,,0.8885,16
,04,Lodging/Resorts,0.975,16
,04,,0.7854,16
,04,,0.8129,16
"Simon Property Group, Inc., Retail",02,,0.9647,16
,04,,0.9118,16
,04,,0.9382,16
,04,,0.9335,16
,04,,0.8858,16
,04,,0.9469,16
,04,,0.9246,16
,04,,0.9578,16
,04,,0.8684,16
,04,Lodging/Resorts,0.9979,16
,03,,0.9867,16
,04,,0.8484,16
,03,,0.9882,16
,03,,0.986,16
,03,,0.9721,16
,04,,0.9949,16
,03,Retail,0.3612,16
,03,Retail,0.9896,16
,03,Residential,0.9854,16
,03,Office,0.9985,16
,04,,0.9865,16
,04,,0.3182,16
,04,,0.2263,16
,04,,0.9285,16
,04,,0.9081,16
,04,,0.9741,16
,04,,0.8381,16
,04,,0.9792,16
,04,,0.9684,16
,04,,0.8555,16
,04,,0.8658,16
,04,,0.9826,16
,04,Office,0.988,16
,05,,0.9897,16
,05,,0.7964,16
,04,Retail,0.9926,16
,05,,0.9022,16
,05,,0.9788,16
,05,Self-Storage,0.9538,16
,05,"Office,Residential,Retail",0.9509,16
,05,"Office,Residential,Retail",0.996,16
,05,Lodging/Resorts,0.9968,16
,06,,0.9953,16
,06,Lodging/Resorts,0.9504,16
,06,,0.5267,16
"The Community Development Trust, Residential",04,,0.9805,16
,06,Lodging/Resorts,0.9124,16
,06,,0.9964,16
,03,"Industrial,Office,Residential,Retail",0.9984,16
,06,,0.8225,16
,06,,0.8519,16
,06,,0.5994,16
,06,Residential,0.9899,16
"EPR Properties, Specialty",04,,0.7181,16
,06,,0.7351,16
,06,,0.6997,16
,06,,0.9371,16
,06,,0.8555,16
,06,,0.6597,16
,06,,0.9595,16
"Taubman Centers, Inc., Retail",06,,0.9479,16
"CubeSmart, Self-storage",06,,0.9055,16
"Elme Communities, Residential",06,,0.8834,16
"Kimco Realty Corporation, Retail",06,,0.8481,16
,06,,0.8399,16
"Highwoods Properties, Inc., Office",06,,0.9042,16
,06,,0.9814,16
,06,,0.9516,16
,06,,0.9313,16
,06,,0.9325,16
"Rayonier Inc., Timberlands",06,,0.9162,16
"Centerspace, Residential",06,,0.8834,16
,06,,0.9623,16
,06,,-0.4019,16
"Iron Mountain, Specialty",06,,0.8271,16
,06,,0.9628,16
,06,,0.9485,16
"CareTrust REIT, Inc., Health Care",06,,0.8473,16
"LTC Properties, Inc., Health Care",06,,0.9274,16
,06,,0.7902,16
"Diversified Healthcare Trust, Health Care",06,,0.9632,16
,06,,0.9286,16
"Crown Castle Inc., Infrastructure",06,,0.8999,16
,06,,0.5346,16
,06,,0.7302,16
,06,,0.4887,16
"Regency Centers Corporation, Retail",06,,0.7717,16
"UMH Properties, Inc., Residential",06,,0.9062,16
,06,,0.9237,16
,06,,0.4019,16
"Healthpeak Properties, Inc., Health Care",06,,0.9698,16
,07,,0.9604,16
,07,,0.7845,16
"Piedmont Office Realty Trust, Inc., Office",06,,0.4927,16
"PREIT, Retail",06,,0.9841,16
,07,,0.9468,16
"CorEnergy Infrastructure Trust, Infrastructure",06,,0.9583,16
,07,"Industrial,Infrastructure,Residential,Retail",0.9858,16
"STORE Capital Corporation, Retail",06,,0.6411,16
,07,,0.7003,16
"Empire State Realty Trust, Office",06,,0.9551,16
,07,,0.624,16
,07,Retail,0.9993,16
"Armada Hoffler Properties, Inc., Diversified",07,,0.7003,16
,07,,0.6597,16
,07,,0.9402,16
"Prologis, Inc., Industrial",07,,0.9226,16
"Physicians Realty Trust, Health Care",07,,0.8823,16
,07,,0.8658,16
,07,,0.7964,16
,07,,0.9823,16
"Apple Hospitality REIT, Inc., Lodging/Resorts",07,,0.9631,16
"CBL Properties, Retail",07,,0.9686,16
,07,,0.6187,16
,07,,0.7351,16
,07,,0.9702,16
,07,,0.9722,16
"Alexandria Real Estate Equities, Inc., Office",07,,0.9422,16
,07,,0.8908,16
,07,Lodging/Resorts,0.9982,16
,08,,0.9937,16
,08,,0.9776,16
,08,Retail,0.9243,16
,08,,0.9855,16
"First Industrial Realty Trust, Inc., Industrial",07,,0.7956,16
"American Assets Trust, Diversified",07,,0.9728,16
,04,,0.8813,15
,03,,0.9666,15
,03,,0.9885,15
,12,,0.9802,14
,12,,0.9286,14
,12,,0.8479,14
,10,,0.9826,14
,10,,0.9945,14
,08,,0.9834,14
,08,Office,0.9988,14
,07,"Lodging/Resorts,Residential",0.9975,14
,08,,0.7962,14
,07,,0.994,14
,06,,0.957,14
,06,,0.9928,14
,06,Retail,0.9343,14
,06,,0.9732,14
,06,,0.7906,14
,06,,0.9939,14
,06,,0.987,14
,06,,0.9734,14
,06,,0.9814,14
,06,,0.9753,14
,06,"Office,Residential,Retail",0.9948,14
,06,,0.9696,14
,06,,0.9676,14
,06,,0.9893,14
,06,,0.9761,14
,04,,0.9855,14
,04,,0.9925,14
,06,,0.9899,14
,06,,0.9783,14
,06,,0.886,14
,04,,0.9842,14
,06,,0.8658,14
,06,,0.9868,14
,06,"Residential,Retail,Office,Health Care",0.9989,14
,06,,0.9909,14
,03,,0.9883,14
,03,,0.9951,14
,04,,0.9903,14
,04,,0.9929,14
,06,,0.9551,14
,06,,0.9577,14
,04,,0.9919,14
,04,,0.9963,14
,04,"Industrial,Office",0.9978,14
,04,,0.9874,14
,04,,0.9744,14
,04,,0.8268,14
,02,,-0.9946,14
,02,Residential,0.998,14
,04,Retail,0.9897,14
,02,,0.977,14
,02,,0.9887,14
,02,"Lodging/Resorts,Industrial,Residential,Retail",0.9873,14
,03,"Health Care,Residential,Self-Storage",0.994,14
,03,,-0.9989,14
,03,,0.9888,14
,03,,0.9607,14
,03,,0.9716,14
,03,Retail,0.9688,14
,03,,0.982,14
,03,Residential,0.9904,14
,03,Office,0.8375,14
,03,,0.9667,14
,03,,0.9661,14
,03,,0.984,14
,03,,0.9875,14
,03,,0.9894,14
,03,,0.9956,14
,04,,0.8445,14
,04,,0.7627,14
,04,,0.9606,14
,04,,0.9688,14
,04,,0.9814,14
,04,,-0.3197,14
,04,,0.9818,14
,04,"Lodging/Resorts,Residential",0.9844,14
,03,Retail,0.9963,14
,04,,-0.1432,14
,03,Industrial,0.9962,14
,03,Retail,0.9966,14
,04,,0.9525,14
,04,"Industrial,Office,Residential,Self-Storage",0.9945,14
,04,,0.9269,14
,04,Residential,0.9938,14
,04,,0.9963,14
,04,,0.0,14
,04,,0.9729,14
,04,,0.9903,14
,04,,0.9886,14
,04,,0.8446,14
,04,,-0.9827,14
,04,"Office,Retail",0.9543,14
,04,,0.9737,14
,04,Lodging/Resorts,0.802,14
,04,,0.9834,14
,04,,0.2256,14
,06,,0.9867,14
,06,,0.9951,14
,04,"Lodging/Resorts,Industrial,Residential",0.9306,14
,06,,0.8913,14
,06,,0.9718,14
,06,,0.9897,14
,06,,0.9848,14
,06,,0.6891,14
,06,,0.9674,14
,06,,0.9858,14
,04,,0.9788,14
,04,,0.8514,14
,06,,0.9954,14
,06,,0.9895,14
,05,,0.9987,14
,05,,0.9849,14
,05,"Health Care,Industrial",0.9942,14
,05,,0.9368,14
,05,,0.9989,14
,05,,0.9661,14
,05,,0.9936,14
,04,,0.7197,14
,05,"Industrial,Office,Residential,Retail",0.9957,14
,05,,0.9395,14
,05,Retail,0.9843,14
,05,"Health Care,Industrial",0.9986,14
,05,Health Care,0.9992,14
,06,,0.7845,14
,06,"Industrial,Residential",0.9788,14
,06,,0.6462,14
,06,,0.9764,14
,06,"Health Care,Residential",0.9956,14
,06,,0.9871,14
,06,,0.9796,14
,06,,0.9943,14
,06,,0.9181,14
,07,,0.9742,14
,07,Retail,0.9881,14
,07,,0.9692,14
,06,,0.9862,14
,06,,0.9755,14
,06,,0.9689,14
,07,,0.9917,14
,06,,0.9614,14
,07,,0.946,14
,07,,0.9865,14
,07,,0.6249,14
,07,,0.9927,14
,07,Retail,0.987,14
,07,,0.9247,14
,07,,0.9814,14
,07,"Industrial,Retail",0.9674,14
,07,,0.9934,14
,07,,0.892,14
,07,,0.9859,14
,07,,0.9828,14
,07,,0.8656,14
,07,,0.9473,14
,07,,0.991,14
,07,,0.9722,14
,07,,0.9761,14
,07,,0.9717,14
,07,,0.9796,14
,07,,0.9931,14
,07,,0.9778,14
,07,,0.9782,14
,08,"Infrastructure,Residential,Timberlands",0.9928,14
,07,Retail,0.9932,14
,08,Residential,0.9858,14
,07,Retail,0.9858,14
,08,Health Care,0.9886,14
,09,,0.9935,14
,08,"Lodging/Resorts,Industrial,Residential,Retail",0.9822,14
,08,,0.9871,14
,09,"Health Care,Industrial",0.9819,14
,09,"Health Care,Residential",0.9953,14
,09,,0.992,14
,09,Residential,0.9902,14
,09,,0.9924,14
,09,,0.981,14
,09,,0.9849,14
,09,,0.9781,14
,09,Retail,0.9789,14
,09,"Health Care,Office",0.9942,14
,09,,0.9368,14
,09,Industrial,0.9987,14
,10,,0.9829,14
,10,Office,0.9957,14
,10,,0.946,14
,11,,0.8658,14
,11,,0.9878,14
,11,,0.9673,14
,11,,0.9815,14
,11,,0.9864,14
,11,,0.9845,14
,11,,0.9767,14
,11,,0.9724,14
